CUSTOMERID;TENURE;CONTRACT;MONTHLYCHARGES;INTERNETSERVICE;TECHSUPPORT;ONLINESECURITY;ONLINEBACKUP;PAYMENTMETHOD;PAPERLESSBILLING;SENIORCITIZEN;PARTNER;DEPENDENTS;SCORE_RISQUE;SEGMENT_STRATEGIQUE
0730-BGQGF;71;Two year;90,3;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
6997-UVGOX;71;Two year;85,45;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
0244-LGNFY;72;Two year;92,65;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
3470-OBUET;67;Two year;74;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
7599-NTMDP;62;Two year;48,7;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
5788-YPOEG;34;Two year;84,75;DSL;Yes;Yes;Yes;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
3227-WLKLI;65;Two year;91,55;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
9348-ROUAI;59;Two year;90,3;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
4674-HGNUA;71;Two year;89,9;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
0238-WHBIQ;72;Two year;89,7;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
5117-ZSMHQ;71;Two year;89,9;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
3889-VWBID;68;Two year;82,85;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
2253-KPMNB;69;Two year;46,25;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
7860-UXCRM;63;Two year;74,5;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
6479-VDGRK;72;Two year;85,3;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
3569-JFODW;72;Two year;90,95;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
4900-MSOMT;72;Two year;80,2;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
8690-ZVLCL;68;Two year;88;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
0769-MURVM;72;Two year;65,7;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
5457-COLHT;69;Two year;80,65;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
1506-YJTYT;45;Two year;73,85;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
3050-RLLXC;56;Two year;81,25;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
3486-HOOGQ;70;Two year;79,7;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
9489-JMTTN;72;Two year;89,75;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
0562-FGDCR;72;Two year;74,55;DSL;Yes;Yes;Yes;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
0363-SVHYR;71;Two year;86,85;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
7113-HIPFI;66;Two year;65,85;DSL;Yes;Yes;Yes;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
0988-AADSA;72;Two year;80,85;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
7399-QHBJS;72;Two year;66,75;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
0774-RMNUW;71;Two year;59,7;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
9786-YWNHU;63;Two year;63,55;DSL;Yes;Yes;Yes;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
3563-SVYLG;68;Two year;62,65;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
1116-FRYVH;48;Two year;39,4;DSL;Yes;Yes;Yes;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
6253-GNHWH;71;Two year;71,1;DSL;Yes;Yes;Yes;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
7169-YWAMK;72;Two year;68,4;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
6365-HITVU;71;Two year;87,25;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
0270-THENM;72;Two year;69,85;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
9114-DPSIA;72;Two year;81;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
5010-IPEAQ;67;Two year;54,2;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
2314-TNDJQ;72;Two year;55,65;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
2925-VDZHY;72;Two year;88,7;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
7162-WPHPM;58;Two year;71,6;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
6827-IEAUQ;27;One year;66,15;DSL;Yes;Yes;Yes;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
6563-VRERX;33;One year;20,6;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
5876-QMYLD;23;One year;20,05;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
3935-TBRZZ;44;One year;25,7;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
3280-NMUVX;34;One year;19,6;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
3487-EARAT;70;One year;74,1;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
4538-WNTMJ;46;One year;24,95;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
1934-MKPXS;33;One year;20,1;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
9170-ARBTB;52;One year;19,6;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
2581-VKIRT;59;One year;65,5;DSL;Yes;Yes;Yes;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
7061-OVMIM;30;One year;19,55;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
6082-OQFBA;23;One year;19,65;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
9067-SQTNS;44;One year;20,6;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
1813-JLKWR;64;One year;19,8;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
1697-LYYYX;61;One year;19,1;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
4636-TVXVG;62;One year;19,95;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
4518-FZBSX;42;One year;20,25;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
7711-YIJWC;61;One year;84,9;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
1599-EAHXY;60;One year;23,95;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
1834-WULEG;24;One year;20,25;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
7872-BAAZR;53;One year;19,55;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
0969-RGKCU;37;One year;19,8;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
8902-ZEOVF;47;One year;20,05;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
1403-LKLIK;33;One year;20,1;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
5201-CBWYG;62;One year;24,8;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
8194-PEEBY;24;One year;19,9;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
8590-OHDIW;38;One year;20,3;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
8008-OTEZX;35;One year;19,65;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
6248-BSHKG;61;One year;20,4;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
4685-TFLLS;18;One year;19,8;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
7103-ZGVNT;69;One year;73,7;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
4644-OBGFZ;55;One year;19,5;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
5016-LIPDW;57;One year;19,4;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
2819-GWENI;28;One year;19,9;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
5196-WPYOW;67;One year;60,05;DSL;Yes;Yes;Yes;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
2466-FCCPT;20;One year;19,7;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
7216-KAOID;41;One year;19,5;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
1269-FOYWN;44;One year;20;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
3950-VPYJB;57;One year;59,6;DSL;Yes;Yes;Yes;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
1757-TCATG;35;One year;20,05;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
0269-XFESX;23;One year;24,35;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
8277-RVRSV;33;One year;24,15;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
1722-LDZJS;53;One year;20,2;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
1492-KGETH;70;One year;78,35;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
6051-PTVNS;55;One year;19,15;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
4955-VCWBI;43;One year;20;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
8249-THVEC;51;One year;19,4;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
4487-ZYJZK;38;One year;19,6;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
6096-EGVTU;64;One year;24,9;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;Yes;0;Surveillance Relationnelle
0859-YGKFW;18;One year;20,05;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
1177-XZBJL;53;One year;64,15;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;Yes;0;Surveillance Relationnelle
4709-LKHYG;29;One year;20;No;No internet service;No internet service;No internet service;Electronic check;No;0;Yes;Yes;1;Surveillance Relationnelle
6322-HRPFA;49;Month-to-month;59,6;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
5512-IDZEI;46;One year;24,9;No;No internet service;No internet service;No internet service;Electronic check;No;0;Yes;Yes;1;Surveillance Relationnelle
5027-YOCXN;51;One year;110,05;Fiber optic;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
8184-WMOFI;62;One year;71,4;DSL;Yes;Yes;No;Credit card (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
4730-AWNAU;36;One year;60,7;DSL;Yes;Yes;No;Credit card (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
7677-SJJJK;8;One year;19,9;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
3378-AJRAO;44;One year;24,85;No;No internet service;No internet service;No internet service;Electronic check;No;0;Yes;Yes;1;Surveillance Relationnelle
4981-FLTMF;57;Month-to-month;65,2;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
8884-MRNSU;17;One year;19,9;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
9754-CLVZW;26;Month-to-month;38,85;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
7168-HDQHG;36;Month-to-month;19,2;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
1552-CZCLL;55;Month-to-month;20;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
6064-PUPMC;23;One year;57,2;DSL;Yes;Yes;No;Credit card (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
2541-YGPKE;42;One year;63,7;DSL;Yes;Yes;No;Credit card (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
5442-BXVND;33;Month-to-month;24,25;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
3372-CDXFJ;13;One year;24,5;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
4116-IQRFR;4;One year;24,1;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
8966-OIQHG;22;One year;20,75;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
1064-FBXNK;1;One year;19,85;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
2878-DHMIN;35;One year;19,9;No;No internet service;No internet service;No internet service;Electronic check;No;0;Yes;Yes;1;Surveillance Relationnelle
5795-BKOYE;69;One year;59,1;DSL;Yes;No;Yes;Bank transfer (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
3026-ATZYV;37;One year;75,1;DSL;No;Yes;Yes;Bank transfer (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
6072-NUQCB;22;One year;20,25;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
8690-UPCZI;29;One year;69,05;DSL;Yes;Yes;No;Bank transfer (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
4342-HFXWS;48;One year;69,7;DSL;Yes;Yes;No;Bank transfer (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
4114-QMKVN;56;One year;68,75;DSL;No;Yes;Yes;Bank transfer (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
8097-OMULG;59;One year;76,75;DSL;Yes;No;Yes;Credit card (automatic);No;0;Yes;Yes;1;Surveillance Relationnelle
